goal,steps,ordered?
How to Clean a MacBook Pro Keyboard - Cleaning and Disinfecting the Keyboard Surface,"Dust the surface of your keyboard with a lint-free cloth. Use disinfectant wipes to clean the surface of your keyboard. Use a damp microfiber cloth and wipe down the keyboard. Dry your keyboard with a dry, lint-free, microfiber cloth.",0
How to Decorate Your Cell Phone - Doing Temporary Designs,Cover a clear or colored plastic cell phone case with washi tape. Decorate your phone with stickers if you prefer something simple. Try self-adhesive rhinestones if you want non-permanent bling. Use a clear case and printed images for an interchangeable design. Stylize your phone with themes and wallpapers. Add charms to your phone for something cute and simple.,0
How to Help Your Community Be a Safer One - Engaging With Others in Your Community,Get to know your neighbors. Participate in a community building initiative. Get to know your local police. Spend time outdoors. Prioritize accessibility for all residents.,1
How to Stay Informed About Current Events - Interpreting the News,"Fact-check news sources and partisan claims. Find a mix of local, national, and global news coverage. Investigate issues of special concern to you.",0
How to Reduce Anxiety Associated with Social Media Addiction - Limiting Your Social Media Use,Set a timer every time you start using social media. Post updates without making comparisons. Be selective of what you share. Reflect before responding to comments. Limit interactions to friends and relatives. Spend time with friends in real life.,0
How to Undo a Bra One Handed - Familiarizing Yourself with a Bra,Find a bra you can use for practice. Check out the mechanism that keeps a bra fastened. Practice unhooking the bra with one hand.,1
How to Add a Color Palette in Photoshop from a Photograph - Using the Palette,Open the photo that you want to color. Be sure that your Swatches window is showing. Click on the tiny icon with 4 lines and then Load Swatches. Find and select the palette that you just created. Look at your swatches.,1
How to Read Google Books,"Go to the classic Google Books website or the new one. Search for a book or magazine's title, author, ISBN, or keywords. Click a title. Click Read for free or Preview.",1
How to Be an Effective Public Speaker - Giving Your Presentation,Mingle with the audience members before you give your speech. Review your notes before your speech. Articulate your words. Use gestures to emphasize your points. Adjust to follow the audience’s reaction. Use audio-visual aids only as needed. Involve the audience. Be yourself. Calm yourself if you start to feel nervous.,1
How to Stay Active with Psoriatic Arthritis - Doing Aerobic Exercises,Walk more often. Ride a bike. Go swimming. Try cross-country skiing. Try tai chi. Try yoga. Engage in social dancing. Try a sport. Find ways to incorporate physical activity into your daily routine.,0
How to Hide a Lip Piercing from Parents or Bosses - Concealing Getting the Piercing,Check your state's laws. Consider when to get the piercing. Choose a clear bioplast loop or stud for the piercing.,1
How to Avoid Confusion in Study and Work,"Have an ""Ah Ha"" moment. Decide some areas of your abilities and things that are  interesting to learn. Keep up your stamina and enthusiasm in the areas of your strengths and interests to find your best abilities and greatest opportunities that will fit your personality. Focus mainly on one thing -- one at one time, and not much else, and let almost every ounce of effort go into that so that it will become a real area of strength -- not confusion. Keep on doing what you decided to do. Improve yourself and your chances and you will not be confused. Do not stop and start--or quit halfway through--because if you do not accept or reject theories or ideas blindly, then you can be clear about your purposes and keep going. Continue to build your strength of faith and your ability to learn and to earn -- with faith in your ability to improve abilities and skills by being persistent and reliable -- believing that you're blessed. Follow-through: stopping halfway is confusing and shows a pattern of mixed up thinking.",1
How to Feel Amazing - Feeling Physically Amazing,Take care of personal hygiene. Get some exercise. Eat healthily. Get enough sleep.,0
How to Cure Astigmatism - Getting Laser Eye Surgery,Get a referral for a specialist eye clinic from your optometrist. Learn the possible risks of laser eye surgery. Allow the eye surgeon to perform laser eye surgery. Recover after the surgery.,1
How to Glorify God (Christianity),"Take the Good News: Go into the world--first outside your gate--and teach/preach the Gospel to every creature; thus you glorify the Lord. Lift up the Lord: Lift Him up on high. Bow down: let us kneel before the LORD our Maker. Worship the Father in spirit and in truth: [not in word or deed only] for the Father seeks such to worship Him. Sing songs of his statutes in the house of your pilgrimage, and remember the name of the LORD, in the night, keeping His law. Give unto the LORD the glory due unto His name: and bring an offering when you come into His courts. Fear [revere] Him, in all your ways, and worship the LORD in the beauty of holiness. Magnify Him: Armies can't defeat Him; science can't explain Him, leaders can't ignore Him! Acknowledge Him in all your ways: New Age religion can't replace Him, and no one can ever explain Him away! Work God's Plan: The Lord is the One who shelters his own and finds them precious. Do not be slothful in business, but do all things as to the Lord, and glorify Him. Love others, especially fellow Christians: Loving others will testify to how authentic your faith is: ""By this shall you know that you are my disciples, if you love one another!"" Proclaim that Jesus Saves and that God is eternal -- and so He is outside of time constraints: God has no beginning and has no end. Be Happy. Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven. Bring glory to God by receiving the  baptism of the Holy Spirit.",1
How to Ride a Bike Safely - Checking your bike,Check your cycling equipment. Check the brakes. Check the bike's tires. See if the bike is the right height for you.,0
How to Submit a Link to a Web Directory,"Select the category that fits the website topic. After choosing the category, click the submit link button this will open a Submission request form page. After filling the form, click continue/ Submit site. Then a Message will be displayed as Link: submitted and awaiting approval. Submit another link. Finally save the URL of the page where the link will be submitted for future reference.",1
How to Join the American Federation of Government Employees - Using Union Benefits,Take advantage of many home benefits. Obtain health care discounts. Receive discounted legal services. Enjoy entertainment discounts. Get travel discounts. Learn about other union benefits.,0
How to Start a Graphic Design Business - Building Your Clientele,Develop a marketing plan that includes a strong online presence. Trust your instincts and be true to yourself. Avoid taking on clients without signed contracts.,1
How to Cook Hot Dogs - Frying Hot Dogs,Cut up some hot dogs. Heat some oil in a frying pan. Place the hot dog pieces in the frying pan. Turn the hot dog pieces. Drain the hot dog pieces. Serve the hot dogs.,0
How to Type in Korean on Android,Open an app that allows you to type. Tap the typing area. Tap the keyboard settings icon. Tap Languages. Tap ADD KEYBOARD. Scroll down and tap Korean. Select your desired layout. Tap DONE. Open the keyboard again. Tap and hold the globe key. Tap Korean.,0
How to Learn to Accept a Gay Marriage - Discussing Same-Sex Marriage,Discuss same-sex marriage with your loved ones and friends. Have a conversation with other people who have worked to accept same-sex marriage. Seek out other advice. Research same-sex marriage.,1
How to Hug Your Boyfriend - Hugging Your Boyfriend Properly,"Make sure that you look good and smell nice. Step forward and put your left arm between his right arm and side of his body. Raise your right arm and place it on the back of his neck. Gently squeeze him, and press your body against his. Hold the hug for a few seconds. Hug your boyfriend differently than you would hug your friend. Know what makes a great hug.",0
How to Improve Sperm Morphology - Using Nutrition,"Follow a healthy diet to get more sperm-protecting nutrients. Eat 2 to 3 servings per day of foods that are rich in Vitamin C. Vitamin C has been shown to promote the overall quality of sperm, including sperm morphology, so make sure that you eat plenty of vitamin C-rich foods every day. Consume 2 to 3 daily servings of vitamin E-rich foods. Get lycopene from 2-3 daily servings of tomatoes and tomato products. Use olive oil instead of other types of fat.",1
How to Make a Tight Turn Quickly in a Car - Using Your Handbrake,Practice this turn in an open space that's free of obstructions. Drive into the turn at a fast speed. Push down on the clutch while pulling on the handbrake in a manual car. Turn your wheel into the turn. Push your handbrake down and let the wheel spin in the other direction. Turn back into the direction of the turn.,0
How to Stretch the Calf Area of Boots - Stretching Boots with Boot Bands,Purchase 2 boot bands. Clip the pullers onto each side of your zip. Place the boot band zip next to the zip on your boot. Pull the zipper up to connect the boot band to your boot. Line up the other side of the boot band zip next to the boot zip and pull it up.,1
How to Learn Hypnosis - Mastering a Hypnotic Routine,Gain the other person’s attention with a story or task. Reach the person’s unconscious mind with a story. Watch for your subject’s body to relax. Direct the person’s behavior by describing a meaningful scene. Tell the subject to move again so they exit the trance.,1
How to Decorate a Hall for a Wedding - Hanging Decor from the Ceiling,"Set the mood of the evening with hanging lighting. Hang bunting for a classic, cheerful decor option. Criss-cross colorful paper streamers across the ceiling for a playful look. Hang flowers from the ceiling to bring the outdoors in. Drape fabric from the ceiling for a dramatic effect.",0
How to Fight Fast - Warming up Correctly,Put in the time. Practice some dynamic stretches. Get your head in the game. Come prepared to practice.,0
How to Buy Everything You Need for Your Doll - Getting the things,Ask your parents to come shopping with you when you buy all the stuff for your doll! If you want to take your doll on trips then make sure you buy a little bag to keep all the things they definitely need and a bigger bag for all their clothes. Remember to look after your doll.,0
How to Crack Your Upper Back - Taking Safety Precautions,See a doctor if you have persistent back pain. Do not crack your back too often. Opt for stretches over cracking you back.,1
How to Replace a DC Jack in a Laptop - Re-Assembly,Place motherboard in place in the chassis that it was taken from before flipping it over. Reconnect all cords to the motherboard. Screw in the fan and plug in its cord. Re-attach the face plate. Plug in the keyboard. Screw in screws to the back of the laptop. Insert DVD drive. Insert RAM cards. Insert the hard drive. Cover the RAM cards and hard drive with their respective doors and screw those in. Troubleshoot as needed:,1
How to Prepare the House for Christmas - Decorating the House,Put up a Christmas tree. Set out festive decorations. Make and display homemade decorations. Decorate the outside of your house.,1
How to Peel a Kiwi - Peeling kiwifruit with a spoon,"Cut off both ends of the kiwifruit using a serrated paring knife. Slip a spoon in between the skin and the flesh of the fruit (a tablespoon is usually a good size of spoon to use). Apply a small amount of pressure against the skin and gently turn the kiwifruit with your other hand, scooping the flesh away from the skin.",0
How to Uninstall Google Chrome - On Android,"Open your Android's Settings. Tap Apps. Find and select {""smallUrl"":""https:\/\/www.wikihow.com\/images\/c\/cd\/Android7chrome.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/c\/cd\/Android7chrome.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":760,""bigHeight"":760,""licensing"":""<div class=\""mw-parser-output\""><p>I edited this screenshot of an Android icon.\n<\/p><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""http:\/\/en.wikipedia.org\/wiki\/Fair_use\"">Fair Use<\/a><br>\n<\/p><\/div>""} Chrome. Tap UNINSTALL. Tap UNINSTALL when prompted.",1
How to Use Second Chance Checking,"Learn the features, restrictions and requirements for your account. Monitor deposits, withdrawals and checks written using a checkbook register. Use your debit or ATM card with caution and in accordance with any restrictions implemented by your financial institution. Connect with your banker or customer service representative periodically.",0
How to Watch TV Without Cable - Cancelling Cable Contracts,"Call your cable provider before you have decided to cut the cord. Get recommendations from others who have cut the cable cord. Cancel your cable, but retain your high-speed Internet. Try streaming for at least 3 months before returning to cable. Try a new cable provider if you go back.",0
How to Clean an iMac Screen - Using the Right Materials,Avoid using cleaners with acetone and ammonia. Make your own cleaner using water and white vinegar. Avoid using paper towels to wipe your iMac’s screen.,1
How to Clean a CPAP - Cleaning Your CPAP Mask Daily,Disassemble your headgear. Hand wash the mask with soapy water. Air dry your mask after washing. Consider using CPAP mask wipes.,0
How to Make a Paper Hat - Making a Sailor or Alpine Hat,"Crease a rectangular sheet of paper down the middle. Fold the paper in half widthwise. Fold the top corners to the center crease. Fold 1 of the flaps along the bottom edge up. Fold the brim inwards if it is too wide for you. Flip the paper over and fold the second flap up too. Tape the corners of the brim, if desired. Open the base of the hat to put it on.",0
How to Keep Your Room Tidy - Organizing Your Room,Find a place for everything. Use boxes and baskets for storage. Hang up certain items. Invest in a hanging shoe rack. Clean out your closet. Tidy up drawers. Store items under your bed.,0
How to Write a Mission Statement - Finalizing the Statement,Get other company members involved. Test it out. Revise it when necessary.,0
How to Write a Good Joke - Preparing Material for Jokes,Consider interesting joke material. Research topics for different situations and audiences. Try to avoid controversial topics that might offend someone.,0
How to Make a Vegan Avocado Chocolate Cake,"Preheat the oven to 180ºC/350ºF. Add the flour, salt, baking powder, and baking soda to the mixing bowl. Add the ground hazelnuts. Add the vegetable oil, water, vinegar and vanilla in the other mixing bowl. Add the sugar to the bowl of wet ingredients. Pour the wet ingredients into the dry ingredients bowl. Pour the batter into the prepared cake pan. Place in the oven. Remove from the oven. Ice when cooled.",1
How to Apologize After a Heated Argument - Re-establishing Trust After an Argument,Acknowledge the reason that you had a fight. Include specific realizations about your behavior in conversations following an apology. Address potential causes of continued tension with your loved one. Don’t hold grudges. Commit to acting more appropriately. Give a token of apology. Consummate the apology.,0
How to Set Up a Commercial Kitchen - Purchase and Install Cooking Equipment,"Purchase and install an industrial range hood and H-VAC ventilation system. Purchase or lease a broiler, a gas range and oven, and an industrial salamander. Purchase optional equipment depending on the type and the size of the food service operation.",1
How to Get Rid of Spiders in the House - Verified Pest Control Methods,Vacuum spiders and spider webs. Apply a residual insecticide. Call a professional exterminator.,0
How to Grow Birch Trees - Planting the Birch Tree,"Select a planting location with full sun. Choose a planting location with moist, slightly-acidic soil. Plant the seedling when it reaches 15 to 20 inches (40 to 50 cm) tall. Dig a shallow, wide hole in the ground. Place the seedling in the hole and replace the soil. Soak the seedling roots with water. Mulch with wood chips, leaf compost, or shredded bark.",1
How to Check Traffic - Checking Traffic with Google Maps,"Open Google Maps on your device. Type in your destination. Click “Directions” and enter your starting point. Select “Menu” if you are using the Google Maps website. Tap “Layers” if you are using an app. Select “Traffic.” After you click “Menu” or “Layers,” a set of options will appear, such as Transit, Traffic, Satellite, Terrain, and Biking. Choose the route that Google marks as the fastest.",1
How to Write a CV Summary - Formatting Your Summary,"Place the summary at the top of your CV after your contact information. Type the section heading in bold or caps. Use a readable font set at 10.5 to 12 point. Include 1.5 line spacing in your summary text, if possible. Make sure your formatting and style are consistent. Proofread your CV carefully. Ask a mentor, coworker, friend, or relative to review your CV.",0
How to Be Popular in Private School - Being popular on your terms,Be yourself in every way that you feel is needed. Identify why you want to become popular. Know what you're getting yourself into. Know the time commitment expected. Make a strategy and know your role. Prepare yourself mentally.,0
How to Case Leather - Casing Your Leather,"Place the leather in a dark, sealed container. Check the color of the leather. Hold the leather to your cheek.",0
How to Live With Depression - Understanding Your Depression,Call 911 if you have suicidal thoughts and are at risk. Watch for symptoms of depression. Keep track of your feelings and activities. Monitor yourself if you have the blues.,0
How to Get a Japanese Passport - Getting Your Passport,Choose the type of passport you want. Gather the necessary documents. Fill out the application form at your local Ward Office. Wait 7 to 10 days for your passport.,0
How to Draw Cute Animals - A Cute Tiger,Draw a square. Draw a rectangle on the right bottom side of the square. Draw the four legs of the tiger using small sharp angles. Draw the ears using small triangles. Draw patterns on the tiger’s body. Erase unnecessary lines. Color your drawing.,1
How to Do Glute Exercises for Flat Butts - Adding Weights,Use dumbbells to perform deadlifts. Add dumbbells while using a stair step. Work on a kettlebell swing. Perform bows with a 9 lb (4.1 kg) bar.,0
How to Write a Customer Relationship Management Plan - Writing Your CRM Plan,Consider using a CRM plan template. Summarize the information you gathered. Specify how the business meets or will meet customer needs. Write a plan for customer retention. Construct a policy to handle customer communications. Include financial and time budgets for your CRM plan. Determine who in the company will be responsible for each part of your CRM plan.,1
How to Become a Sports Agent - Preparing to Become A Sports Agent,Know what the job entails. Understand the benefits and drawbacks of a sports agent's work. Be obsessed with sports.,0
How to Prepare for a Mastectomy - Improving Your Comfort During Recovery,"Get loose, comfortable clothing. Set up your bedding with added support. Keep some laxatives on hand. Plan on some activities for your recovery.",1
How to Avoid Uncomfortable Conversations About Religion - Changing the Conversation,Redirect the topic subtly to be polite. Bridge to a safe topic before religion is brought up. Find someone to be a buffer. Respond with total silence.,1
How to Tell a Girl You Don't Like Her - Knowing What Not to Do,Don’t tell other people before you tell her. Don’t tell her in public. Don’t lead her on. Don’t insult her when you reject her. Don’t make stupid excuses. Don’t drag it on.,1
How to Ice Skate - Selecting the Right Materials,Wear lighter clothes. Wear a fitted sweater or a light coat. Find skates that fit properly. Put on socks or tights. Wear a helmet.,0
How to Write an Application Letter - Writing a Job Application,Say why you're writing and what you're applying for in the first sentences. Explain why you are the best candidate. Keep the tone professional. Explain how both parties will benefit from your selection. Do some research.,0
How to Clear Your Browser's Cache - Firefox on Desktop,"Open Firefox. Click ☰. Click Library. Click History. Click Clear Recent History…. Select a time range. Click the ""Details"" drop-down box. Check the ""Cache"" box. Click Clear Now.",1
How to Update Your Vehicle Registration - Changing Your Name,Gather documentation and proof of identity. Complete a vehicle registration application. Visit your local DMV. Submit your documents and fee if required. Receive your updated registration.,0
How to Evaluate an Administrative Assistant - Making Evaluations,Make it part of your daily or weekly job. Fill out the evaluation form. Present the information to the administrative assistant. Reach a mutual agreement about areas that need improvement. Don't review personality. Try secret callers.,0
How to Deal With Your Paranoia - Dealing with Paranoid Thoughts,Start a journal to track your thoughts and feelings. Make a plan to avoid or reduce exposure to your triggers. Learn how to question your thought process. Distract yourself from the paranoid thoughts. Avoid punishing yourself. Determine if you might need professional help.,0
How to Display Hockey Cards - Showing Your High-Value Hockey Cards,Have your top-value cards professionally mounted for private display. Display your important cards in magnetic or screw-tightened cases. Make photocopies of your valuable cards for display purposes.,0
How to Choose Subjects for WACE,"Decide whether you want to do English or Literature. If you already know what university courses you want to do (or at least have a pretty good idea), take a look at their prerequisites. Choose at least one List B subject. Decide whether you want to do a foreign language or not. Choose your other subjects based on what you enjoy and/or what you are good at.",0
How to Write Legal Drafting - Formatting Your Document,Search for forms or samples. Check for agency- or court-specific formatting rules. Set your font and margins. Create your main heading and any subheadings. Outline your document.,0
How to Clean Ears with Peroxide - Setting Up,See your doctor before trying to clean your ears at home. Consider purchasing an earwax-removal kit. Gather your materials. Warm the oil and peroxide.,0
How to Burn Essential Oil - Using a Traditional Oil Burner,Choose a traditional candle burner for its simplicity. Fill the ceramic bowl on the top of your burner with water. Add 10 drops of your essential oils to the water. Insert and light your tea light. Limit the time you burn oils to 30-60 minutes. Wash your burner in between uses to prevent residue build-up.,0
How to Dry a Dog - Drying Your Dog With a Chamois,Use a chamois leather. Rub the dog's coat with the chamois. Wring out the chamois. Be gentle.,0
How to Care for a Donkey - Providing Food and Shelter,"Donkeys' main food sources should be low sugar and high fibre. Donkeys need to eat little and often (like other equines) and don't do well if fed large amounts of food in one go i.e. Donkeys are happier with plenty of space to roam around and graze, which they do for the majority of the day. A great alternative to lush pasture is having a dirt paddock, or a non-grazing area, such as a concrete yard, or a sand school. Give appropriate treats. Donkeys are vegetarian and should never be fed anything derived from meat or fish. Check with your vet about dietary supplements; these may be recommended depending on the soil type of your particular region. Provide clean, fresh water. Set up a dry shelter with hard floors. If you chose to put a rug on your donkey for the winter (seriously cold weather, or an elderly/thin donkey) then make sure you take the rug off, check for rubs and replace every day. Keep the feeding area clean. Surround the area with a sturdy fence.",0
How to Delete Bookmarks - Firefox,"Open the Bookmarks sidebar. Expand the categories to see your bookmarks. Right-click on a bookmark and select ""Delete"" to remove it. Open the Library to manage your bookmarks.",0
How to Palpate Axillary Lymph Nodes - Performing the Exam,Relax into a comfortable position. Moisturize your skin with lotion or soap to reduce friction. Do the exam with 3 fingers of your dominant hand. Press deeply in a circular motion. Feel the 4 points of a diamond in your armpit.,1
How to Make Shrimp Chef Salad with Lime and Cilantro,"Hard boil the eggs. Thoroughly wash the lettuce, cucumber, and tomatoes. Chop the lettuce and add it to a medium-sized salad bowl. Dice the cucumber and tomatoes, and then add them to the salad. Soften the ramen noodles and add them to the salad. Pan-fry the shrimp in the butter and seasonings on a medium-high heat. Add the shrimp to the salad, place a slice of lime onto the salad bowl's edge, and serve immediately! Finished.",1
How to Seed a Pomegranate By Hand - Removing Seeds in Water,Fill a bowl of cold water. Score your pomegranate into four quarters. Soak the quarters in the cold water. Run your fingers through each quarter slice and pull off the red outer skin. Gently pry the seeds from the pomegranate skin. Scoop the seeds up and place them in a bowl.,0
How to Start a Record Label - Planning Your Venture,Define your venture. Write a business plan. Detail all the costs associated with your startup. Prepare a cash flow forecast. Create your team.,0
How to Write Poetry for Yourself - Choosing a Poetic Form,Try the confessional poetry form. Decide if you are going to use rhyme. Choose a surreal poetry form. Go for a shorter poetic form.,0
How to Stay up All Night Without Your Parents Knowing - Settling in at Bedtime,Follow your usual bedtime routine. Prepare for the bed check.,1
How to Caress Your Boyfriend - Showing Your Boyfriend You Care,Appreciate him. Compliment him. Help him when you can. Talk sweetly to him and give him grace. Maintain a healthy relationship.,1
How to Calculate the Volume of a Prism - Calculating the Volume of a Triangular Prism,Write down the formula for finding the volume of a triangular prism. Find the area of the base face. Find the height. Multiply the area of the triangular base face times the height. State your answer in cubic units.,0
How to Control Breathing While Running - Matching Your Breathing to Your Running Pace,Determine the intensity of your run. Develop a tempo in your steps. Keep your breathing in time with your steps. Adjust your breathing as your intensity changes.,0
How to Block Porn on Android - Enabling SafeSearch in the Google App,"Open the Google app. Tap ☰. Tap Settings. Tap Accounts & privacy. Tap the grey ""SafeSearch filter"" switch {""smallUrl"":""https:\/\/www.wikihow.com\/images\/d\/d5\/Android7switchoff.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/d\/d5\/Android7switchoff.png"",""smallWidth"":460,""smallHeight"":394,""bigWidth"":760,""bigHeight"":651.4285714285714,""licensing"":""<div class=\""mw-parser-output\""><p>I edited this screenshot of an Android icon.\n<\/p><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""http:\/\/en.wikipedia.org\/wiki\/Fair_use\"">Fair Use<\/a><br>\n<\/p><\/div>""}.",0
How to Treat a Cyst - Treating a Cyst at Home,"Treat uninfected epidermoid and sebaceous cysts at home. Use a wet, warm compress over an epidermoid cyst to encourage it to drain and heal. Refrain from picking, squeezing, or trying to pop either an epidermoid cyst or sebaceous cyst. Allow an epidermoid cyst to drain naturally. Keep the area clean.",0
How to Gauge Your Ears - Stretching Your Ear Further,Wait six weeks in between stretches. Use surgical tape to gradually increase the size over time. Use ear weights to stretch your piercing in a short amount of time. Try tapered claws to painlessly stretch your ears.,1
How to Deal With a Lying Child - Handling Lying in Adolescents (ages 10 and up),Evaluate your adolescent's goals for lying. Ask your child why they choose to lie and listen. Evaluate your role in adolescent lying. Avoid arguing back and forth. Follow through on punishments.,0
How to Decide Whether to Have a C Section - Talking to the Doctor about the Risks,Ask your doctor whether a C-section will be risky for your baby. Evaluate the risks for you. Don’t get a C-section for convenience.,1
How to Avoid Jackknifing - Prevent Jackknifing,"Be wary of light loads. Spread your braking over the longest possible distance, braking progressively and reducing your speed gradually. Avoid having to brake or even decelerate on a curve. If you ever need to take avoiding action, don't brake and swerve at the same time. Be very cautious about using your engine brake or retarder (exhaust brake / Jacobs brake / Telma / Voith etc.) Jackknifing starts as a skid, so do your utmost to avoid skidding. Keep both tractor and trailer properly maintained. Modern anti-lock braking systems, first developed for aircraft to stop them skidding on the runway, are now fitted to heavy vehicles.",0
How to Turn Documents Into PDFs for Free (Windows),"Connect your computer to the Internet if needed, open your web browser, and go to openoffice.org into the ""Address"" or ""Location"" bar at the top. Find a link in the middle of the page, under the word ""download"", which says ""the stable version"" and click on it. Click on the drop-down ""Select your language"" and choose one of the many languages, probably English. Click on the button ""Continue to Download"". Choose ""Save the file"" and click on ""Save"" or ""OK"". Saving this file from the Internet should take about 20 minutes on a ""512k"" ADSL or Cable link, or about 3 or 4 hours on dial up. When the file is all saved, click on the ""Open"" button. Double-click on the folder named ""OOo-numbers-Win32Intel-install""; scroll down to ""setup.exe"" (usually the 4th-last file) and double-click on that. Click Next lots. When the installer program finishes (and each time you want to make PDFs), start Open Office by clicking on the Start button, Programs, Open Office and Open Document. For each document you want to make into a PDF, click on the little yellow folder at the top near the middle and choose the document, then click on File, Export to PDF to save it out as a PDF.",0
How to Cook Leeks - Incorporate Leeks in Other Recipes,Make potato leek soup. Make vegan leek quiche. Make a leek vegetable sauté. Make pasta sauce with leeks. Serve the leeks with fish or fowl.,1
How to Interact with a Dog Before Adopting It - Thinking Through the Adoption,Ensure you have enough space for the dog. Think about whether you’ll have time for the dog. Be sure you’re ready for the commitment of dog ownership.,0
How to Stream on Mixer App - Creating a Mixer Account,Go to https://mixer.com in a web browser. Click Sign In or tap the icon that resembles a person. Click or tap Sign in with Microsoft. Sign in with your Microsoft account or click or tap Create One. Enter your phone number and click or tap Next. Type a password and click or type Next. Select your region and birthday and click or tap Next. Check your email or text message. Enter the verification code and click or tap Next. Enter the characters and click or tap Next.,1
How to Photograph Real Estate - Utilizing the Best Camera Settings,Opt for HDR photos during your shoot. Keep your camera in landscape mode for photos. Take a video so buyers can see the full room. Use the proper aperture and shutter speed settings.,0
How to Turn Kids Artwork Into a Gift - Decorating Other Gifts,Decorate a candleholder. Iron artwork onto canvas. Create silhouettes. Decorate a journal. Order customized projects.,0
How to Make a Dates and Pistachios Roll (Rolled Dates With Pistachios),"Peel 500 grams of pitted dates and cook in a deep pot with 100 grams of butter, on a low flame while mixing with a wooden spatula, until they are soft and doughy. Spread on a work surface a bit of butter to prevent sticking (area of about 30cm x 30cm), then spread the dates with a wood roller (like dough) to a rectangle of about 20 centimeter (7.9 in) x 30–35 centimeter (11.8–13.8 in) with a thickness of 1.5–2 centimeter (0.6–0.8 in). With the wooden roller, crush  200 grams of roasted, salted pistachio kernels and spread evenly on the spread dates, leaving 2–3 centimeter (0.8–1.2 in) clear from all sides, and push gently into the dates. Grease your hands with a bit of vegetable oil and start rolling the dates and pistachio paste into the pistachios (starting from the 30-35cm long side) until you have a rolled dates dough with the pistachios in the middle of it. Put the roll on a piece of aluminium foil, wrap with the aluminium foil and press gently from the top, all along the roll, to tighten and give it a shape of a long, even, firm roll. Open the foil, sprinkle with sesame seeds (Bake the sesame seeds with brown sugar on a tray in the oven for 5min to give them a golden colour with a nutty flavor) and press the sesame gently into the dates. Move the roll to clean foil, wrap around it and put in the fridge, it will be ready to eat after 4 hours of keeping time in the fridge. Cut slices of 1–1.5 centimeter (0.4–0.6 in) and serve, put the rest of the roll in the fridge for later and don't forget to remove the foil around the slices. Serve with fresh mint leaves tea (no tea bag, no milk) and enjoy.",0
How to Use Lace in Your Wedding - Adding Lace to the Wedding Wardrobe,Opt for a lace wedding dress. Embellish menswear with lace. Incorporate lace jewelry. Wear lace shoes. Add lace to the veil.,0
How to Emotionally Transition Into Adulthood - Clarifying Your Identity,Identify your personal values. Complete the best possible future self exercise. Reject conformity—be you.,1
How to Go Natural Without Cutting Your Hair - Washing and Moisturizing Your Hair,Shampoo your hair every 7-14 days so it doesn’t dry out. Let the water fully saturate your hair before you add any shampoo to it. Use a conditioner after you shampoo to give your hair extra moisture. Co-wash your hair with conditioner between shampoos if needed. Apply a hair mask every 2-3 weeks to deep-condition your locks.,0
How to Become a Dynamic Person - Being a Role Model,Volunteer in your community. Be honest. Set realistic goals and achieve them. View failure as a necessary part of growth. Manage your time well. Use your resources. Take care of your body. Be reliable and dependable. Be yourself. Find or consult with your mentor.,1
How to Glue Fabric to a Hat Frame,"Obtain milliner's glue and a small paintbrush. Cover the surface of the hat frame where the fabric is to be applied with glue. Apply another coat of glue to the hat frame. Press and smooth one small area at a time. Be sure material has adhered to frame on each space glued, before going on to the next space. Dry.",0
How to Greet People in Greek - Behaving Appropriately when Meeting Someone,Expect personal questions. Arrive late if you’re invited to a Greek house. Wear informal clothing. Bring a gift if invited to a Greek household.,0
How to Keep a Pet Rat Clean - Massaging a Hairless Rat,Fill the sink with an inch of warm water. Squirt pure castile soap onto a washcloth and soak in the sink. Massage your hairless rat. Rinse the washcloth and your rat.,0
How to Prevent Canine Distemper - Dealing With Distemper,Learn about the distemper virus. Look for the signs of distemper. Get supportive care.,1
How to Apply to Pharmacy School - Preparing to Apply to a Doctor of Pharmacy Program,Ensure programs you're interested in are accredited. Write down important dates. Weigh the cost of PharmCAS . Consider applying Early Decision.,1
How to Accessorize Your Kitchen - Giving Your Kitchen a Theme and Colour Scheme,Create a colour scheme to give your kitchen a cohesive look. Select a theme to help evoke your desired mood. Choose your accessories based on your theme and colour scheme.,0
How to Prune Walnut Trees - Deciding on Tools,"Use garden shears to cut branches up to 2 in (5.1 cm) thick. Remove branches with a hand saw if they are 2–6 in (5.1–15.2 cm) thick. Use a chainsaw to remove large, thick branches over 6 in (15 cm) thick. Climb a ladder or forklift to help you reach branches on tall trees. Hire a professional if you have a very large walnut tree.",0
How to Plan a Volleyball Tournament - Making Arrangements,Choose a date for the tournament by process of elimination. Find sponsors for the event. Hire referees to officiate the games. Ask for volunteers to help with scorekeeping. Decide whether or not you want to charge an entrance fee. Set the registration deadline 1-2 weeks before the event. Add divisions if you’ll be hosting a wide variety of teams. Create brackets for the tournament to follow. Make a schedule based on the brackets.,0
How to Hang Your Phone While Charging It - Hanging Your Phone by Its Cord,Plug your charger in and form a loop with the loose cord. Set your phone down in the loop and hold it in place. Bring the loose cord end over the adapter down into your phone.,0
